lead_id,name,title,company,location,linkedin_url,lead_source,icp_score,classification,search_combo,combo_name,priority,touch_number,connection_status,reply_status,purchase_intent,summary_snippet,scrape_date,asana_task_name
325769194,Cheng-Ho(C.H.) Wu,Head of Cloud and AI Business,cacaFly 聖洋科技,New Taipei,https://www.linkedin.com/in/ACwAABNq1-oBby-kKwPYItDpteJj6NPkuTouzwU,A-LI-Scout/Apify-v2,95,HOT,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,VP of Technology Head of Cloud AI Business cacaFly. AI consultancy cloud architecture data platforms cybersecurity. 20+ enterprises AI implementation digital transformation. Generative AI. GCP AWS Goo,2026-06-03,[HOT-95] Cheng-Ho(C.H.) Wu | Head of Cloud and AI Business | cacaFly 聖洋科技 | 95分
611171092,Amy Chen,Marketing Director,MSI AIoT,Taiwan,https://www.linkedin.com/in/ACwAACRtuxQBECQi-M0rZGhXK0d8SYBq0Q3t05k,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Amy Chen | Marketing Director | MSI AIoT | 78分
134689298,Eric Chang,Marketing Director,Avnet APAC,Taoyuan,https://www.linkedin.com/in/ACwAAAgHMhIByzNlNB-L7qrioDJSg5WeQcwDZ5g,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Eric Chang | Marketing Director | Avnet APAC | 78分
679332762,Anita Huang,National Marketing Director,Carrefour Taiwan,Taiwan,https://www.linkedin.com/in/ACwAACh9y5oBQeIdxt4kEiJPB0PRQ1n-CXPICgA,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Anita Huang | National Marketing Director | Carrefour Taiwan | 78分
156592456,Chuan Hsu Chen,Senior Director of Marketing,TSH Biopharm Corporation Ltd,Taiwan,https://www.linkedin.com/in/ACwAAAlVaUgBeqyeM3OEY0UH7yOnKgG8BLOAEV4,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Chuan Hsu Chen | Senior Director of Marketing | TSH Biopharm Corporation Ltd | 78分
54393010,Judy Wu,Marketing Director,Aromatic Enterprises,Taiwan,https://www.linkedin.com/in/ACwAAAM9-LIBRxXMblM2FzezRDKgBTjenKsW2mk,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Judy Wu | Marketing Director | Aromatic Enterprises | 78分
235612019,Ani Yao,Director of Product Marketing,ADAM elements,Taiwan,https://www.linkedin.com/in/ACwAAA4LJ3MB8Lyj1ILUInZXqzOhLZ_6rEo7WVU,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-78] Ani Yao | Director of Product Marketing | ADAM elements | 78分
121933094,Marketing EverFocus,Marketing Director,Everfocus Electronics,Taiwan,https://www.linkedin.com/in/ACwAAAdEjSYBExeMUweMcP1kPExaGr5zjfsoWI8,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Smart security smart transportation solutions. NVIDIA Preferred Partner, Microsoft Azure certifications.",2026-06-03,[WARM-78] Marketing EverFocus | Marketing Director | Everfocus Electronics | 78分
821726364,Fred Lin,Director Of Marketing And Product Management,"M.J. International Co.,Ltd.",Taiwan,https://www.linkedin.com/in/ACwAADD6jJwB_Lg59DoRonze_QAgkxRMZPWEKzw,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Market development, product development.",2026-06-03,"[WARM-78] Fred Lin | Director Of Marketing And Prod | M.J. International Co.,Ltd. | 78分"
87312254,Sheilla Wan,Director of Marketing and Industrial Design,PANELTECH.US Corp.,Kaohsiung,https://www.linkedin.com/in/ACwAAAU0R34BrZoU9ACLe3Mz_whm3ir2bVHKZZE,A-LI-Scout/Apify-v2,78,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"AI is improving everything. Designing products that sell across different cultural markets. AI necessary upgrade, embrace it.",2026-06-03,[WARM-78] Sheilla Wan | Director of Marketing and Indu | PANELTECH.US Corp. | 78分
377239471,Victoria Hsu,Adjunct Instructor (Marketing/Sales/Product Development),財團法人塑膠工業技術發展中心,Taiwan,https://www.linkedin.com/in/ACwAABZ8N68BUsewAoFM4DYjrXihDP_KubajubE,A-LI-Scout/Apify-v2,78,WARM,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Biomedical engineer surgical medical device sales 15 years. Healthcare ecosystem digital solutions.,2026-06-03,[WARM-78] Victoria Hsu | Adjunct Instructor (Marketing/ | 財團法人塑膠工業技術發展中心 | 78分
10523314,Joy Chan,"Deputy CEO, CIO/CISO",Taiwan Network Information Center (TWNIC),Taiwan,https://www.linkedin.com/in/ACwAAACgkrIBxvRKk83TMAbMSNmcpOYzRAGNIEM,A-LI-Scout/Apify-v2,75,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,"Building high performing teams to drive digital transformation, leading global talents to innovate. Passionate on Cloud, Agile and SRE, experience with continuous integration and agile delivery, work ",2026-06-03,"[WARM-75] Joy Chan | Deputy CEO, CIO/CISO | Taiwan Network Information Center (TWNIC) | 75分"
610281640,Ray Lin,ISC2 Authorized Instructor / AWS Champion,AI Network 全智網,Taipei,https://www.linkedin.com/in/ACwAACRgKKgBu8ImoVdelHD7EF9_WrAX7184uvc,A-LI-Scout/Apify-v2,75,WARM,combo_C,組合C：數位轉型顧問/服務商,P3,D1-待發,待發送,未回覆,1,DevSecOps CISO CAIO CDO AI Network ISC2 Authorized Instructor AWS Champion. iFUS System Consultants DataBrushing.ai CDO. Digital transformation cloud security.,2026-06-03,[WARM-75] Ray Lin | ISC2 Authorized Instructor / A | AI Network 全智網 | 75分
143538555,Chien-Ming Huang,Head of AI,Agaruda,Taiwan,https://www.linkedin.com/in/ACwAAAiOOXsBP-aRh5sd2CcHZ4DKSTjPAyjCT7o,A-LI-Scout/Apify-v2,75,WARM,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Head of AI at Agaruda. Built AI department from ground up. Led LLM Fine-tuning at TrendMicro AI Lab. Machine Learning Engineer Team Lead malware detection. AI strategy roadmap Digital Twin platform. L,2026-06-03,[WARM-75] Chien-Ming Huang | Head of AI | Agaruda | 75分
85057731,Salim S I,Director of Product Management,Magna AI,Taipei,https://www.linkedin.com/in/ACwAAAUR4MMBt2CReMEHW4rPYVlEvJo-9bSKHg0,A-LI-Scout/Apify-v2,75,WARM,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,"Sovereign AI stack, data centers AI factories governments. Intelligence platforms autonomous agents enterprises. Trend Micro Telco AI initiatives red-team. LLM OpenAI network security patents.",2026-06-03,[WARM-75] Salim S I | Director of Product Management | Magna AI | 75分
1135049345,Henry Li,Group Chief Information Officer,同致電子企業股份有限公司,Taoyuan,https://www.linkedin.com/in/ACwAAEOneoEBz1_0-cFMiKviH9LzD4Ctl4vzfYw,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Henry Li | Group Chief Information Office | 同致電子企業股份有限公司 | 65分
1223269526,鍾子帆,CIO & CISO,康那香企業股份有限公司,Taipei,https://www.linkedin.com/in/ACwAAEjpnJYB4G5MuqTnkQ-p6DIhyk_EuW5NUAk,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,現任欣訊科技資訊處主管暨資訊安全專責主管，統籌網路、資安、電子郵件及資訊系統服務。任內領導團隊成功導入自研ERP與高階主管戰情系統，並整合生成式AI於人事管理模組。,2026-06-03,[WARM-65] 鍾子帆 | CIO & CISO | 康那香企業股份有限公司 | 65分
134914078,Cougar Huang,IT Director (CISO),瑩碩生技,Taipei,https://www.linkedin.com/in/ACwAAAgKoB4B3n1XIJvTrbxI-YT5kuD4H4JzFC4,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,"Experienced Product Director with demonstrated history in financial services. Skilled in Team Building, Mobile Applications, Trading Systems, Mobile Banking.",2026-06-03,[WARM-65] Cougar Huang | IT Director (CISO) | 瑩碩生技 | 65分
149220072,Jerome Tan,Group CIO & Head of International,J&V Energy,Taipei,https://www.linkedin.com/in/ACwAAAjk6ugBOTn1tv0IoTwMkYYPRONtGdVy1SU,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,Energy infrastructure leader. Former CIO & Head of Asset Management at New Green Power (acquired by BlackRock); currently Group CIO of TWSE-listed energy group.,2026-06-03,[WARM-65] Jerome Tan | Group CIO & Head of Internatio | J&V Energy | 65分
4421533,Jeff Wang,I.T. Director,Oh! Study education center,Taipei,https://www.linkedin.com/in/ACwAAABDd50Bvsg11QHRuYD5jBwM4LFr0N6B0Xg,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,Building and Leading international team to finish IoT projects. Setting up reliable development process and architecture on AWS on worldwide scale.,2026-06-03,[WARM-65] Jeff Wang | I.T. Director | Oh! Study education center | 65分
508259209,Edward Huang,"CIO, Chief Investment Officer",Ennoconn Corporation,Taiwan,https://www.linkedin.com/in/ACwAAB5La4kBfWoI5HRfAfyzCka89s4AKCn3r70,A-LI-Scout/Apify-v2,65,WARM,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,,2026-06-03,"[WARM-65] Edward Huang | CIO, Chief Investment Officer | Ennoconn Corporation | 65分"
1329959264,Joyce C.Y. Huang,Director of Project Management Office,Anivance AI 久浪智醫,Taiwan,https://www.linkedin.com/in/ACwAAE9FkWABqPLGkGp52Ic1oO9eK_8BkG8lw6Y,A-LI-Scout/Apify-v2,65,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Joyce C.Y. Huang | Director of Project Management | Anivance AI 久浪智醫 | 65分
64818618,Vivian Yu,Director Of Sales And Business Development,Jimmore International Corp,Taichung,https://www.linkedin.com/in/ACwAAAPdDboB5IvyF5kyl3eRBOxAEkB3uX_XElo,A-LI-Scout/Apify-v2,65,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"20 years business development sales strategy. Global distributors network, brand building, distribution development.",2026-06-03,[WARM-65] Vivian Yu | Director Of Sales And Business | Jimmore International Corp | 65分
202150648,Patrick Hsu,Communications Director,AB Concept,Taipei,https://www.linkedin.com/in/ACwAAAwMkvgBGpoGKfCdbnuLUBG1sojAmuwtngU,A-LI-Scout/Apify-v2,65,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,Creative and thorough planner with aggressive execution ability. Brand management.,2026-06-03,[WARM-65] Patrick Hsu | Communications Director | AB Concept | 65分
640746883,Teng-Ruei Chen,Co-Founder,台灣智慧技術研發股份有限公司,Hsinchu,https://www.linkedin.com/in/ACwAACYxBYMB2glfa0fjsZiFUP6rYUMnBSMR_cw,A-LI-Scout/Apify-v2,65,WARM,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,We only have one life. Work smart instead of working hard.,2026-06-03,[WARM-65] Teng-Ruei Chen | Co-Founder | 台灣智慧技術研發股份有限公司 | 65分
25626203,張添榮,VP of Engineering,Compal Server,Taiwan,https://www.linkedin.com/in/ACwAAAGHBlsBYMCiMRnzP7cXGiZzVbA2RDEN784,A-LI-Scout/Apify-v2,65,WARM,combo_D,組合D：SaaS/軟體新創CTO/VP,P1,D1-待發,待發送,未回覆,1,Server Architecture Management cloud computing. OCP server AI/GPU servers. National Chiao Tung University.,2026-06-03,[WARM-65] 張添榮 | VP of Engineering | Compal Server | 65分
721045213,詹曜年,Director of Operations,春樹科技股份有限公司,Taiwan,https://www.linkedin.com/in/ACwAACr6Rt0BCUIIbb0CdfcWuIE_6AnZBuO-CcE,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,B2B2C 營運主管，商業增長策略，制定銷售策略設計營收模組，B2B2C 運營經驗，從零開始到300萬會員，跨部門領導行銷產品業務設計。,2026-06-03,[WARM-65] 詹曜年 | Director of Operations | 春樹科技股份有限公司 | 65分
47825497,Valentin Spoutil,Head of Growth and business support operations,Forvis Mazars in Taiwan,Taipei,https://www.linkedin.com/in/ACwAAALZwlkBExLD7kBObiXRfnZsfu6ng1l_TBE,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,"French professional in Taiwan helping multinational companies. International trade finance company setup, tax compliance, payroll. Co-own trading company European beers.",2026-06-03,[WARM-65] Valentin Spoutil | Head of Growth and business su | Forvis Mazars in Taiwan | 65分
66503256,Sting Tao,Independent Director,GrandTech Cloud Services Inc.,New Taipei,https://www.linkedin.com/in/ACwAAAP2wlgBwrw5DsjKecMOJ-3MMbSqlJVYfHY,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Sting Tao | Independent Director | GrandTech Cloud Services Inc. | 65分
97557441,Alex Dow,Operations Director,PEAK Wind,Taiwan,https://www.linkedin.com/in/ACwAAAXQm8EBdnWawggbTrN6KV7RMqR3St0CUGs,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Alex Dow | Operations Director | PEAK Wind | 65分
31884905,Bhushan Desai,Co-Founder & Director - R & D Operations,ANYA BIOPHARM INC.,Taipei,https://www.linkedin.com/in/ACwAAAHmhmkBD4KcGBqBOcWUhhKpSBBfLJKdcDU,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,20+ years pharmaceutical business development. APIs generic drugs across geographies. Entrepreneur building businesses that create value.,2026-06-03,[WARM-65] Bhushan Desai | Co-Founder & Director - R & D  | ANYA BIOPHARM INC. | 65分
597949663,Ellen Chang,Director of Operations,MACTRON GROUP,Taipei,https://www.linkedin.com/in/ACwAACOj_N8BXB62sh8bjMkBlruMMzKLlfgUhBM,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,"Strategic Operations Leader 8 years MACTRON GROUP Director of Operations. Financial strategy, operational excellence, SOP streamlining, risk mitigation.",2026-06-03,[WARM-65] Ellen Chang | Director of Operations | MACTRON GROUP | 65分
1053275102,Steve Fang,Director of Basketball Operations,Hong Kong Bulls,Taiwan,https://www.linkedin.com/in/ACwAAD7Hs94BsGb0aKUMkMvimN9eIAeq29mDZWY,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Steve Fang | Director of Basketball Operati | Hong Kong Bulls | 65分
598465204,Kevin Chen,Deputy Director of Operations and Product Development,薩摩亞商志強國際企業,Taipei,https://www.linkedin.com/in/ACwAACOr2rQBd26HtwCOk3zFhdhlhVXoa9IHTa0,A-LI-Scout/Apify-v2,65,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,8 years optical field laser physics microscope camera module. Deputy Director Operations Product Development.,2026-06-03,[WARM-65] Kevin Chen | Deputy Director of Operations  | 薩摩亞商志強國際企業 | 65分
177113040,Yan Shen,Director of Product Management,TrendLife,Taiwan,https://www.linkedin.com/in/ACwAAAqOh9ABbdxuSnvmdL4TYw377AW-ZimYl6A,A-LI-Scout/Apify-v2,65,WARM,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,,2026-06-03,[WARM-65] Yan Shen | Director of Product Management | TrendLife | 65分
275399492,Citty Chang,Manager of Marketing,Nomura Asset Management Taiwan,Taiwan,https://www.linkedin.com/in/ACwAABBqQ0QB7ieLVN9y5c30arTejERMRtGxacQ,A-LI-Scout/Apify-v2,63,WARM,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,Asset management marketing 20 years. Mutual fund ETF investment product marketing. Multi-channel campaigns.,2026-06-03,[WARM-63] Citty Chang | Manager of Marketing | Nomura Asset Management Taiwan | 63分
331992388,Edward Niedbalski,Social Media Marketing Manager,Journal of Futures Studies,New Taipei,https://www.linkedin.com/in/ACwAABPJzUQBkb1_Pm0xc4Do__KF2LTMuDHPAm0,A-LI-Scout/Apify-v2,63,WARM,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,Social Media Marketing Manager futures studies education university.,2026-06-03,[WARM-63] Edward Niedbalski | Social Media Marketing Manager | Journal of Futures Studies | 63分
992078438,Alex Chou,Ecosystem & Alliances,Submer,Taipei,https://www.linkedin.com/in/ACwAADsh6mYB4IL0cxi8Bq_DPZ9VDY3EEdTCQIg,A-LI-Scout/Apify-v2,55,COLD,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Liquid cooling datacenter solutions. AI/GPU servers, OCP server, cloud infrastructure. SAS software technology background.",2026-06-03,[COLD-55] Alex Chou | Ecosystem & Alliances | Submer | 55分
23366714,Patty Wu,Asia Sales Rep,OpenSystems Media,New Taipei,https://www.linkedin.com/in/ACwAAAFkjDoBn1TgFCZtWhoc9USIyiEdKZv0WgI,A-LI-Scout/Apify-v2,53,COLD,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,20+ years marketing IPC field. Global B2B integrated communication planning.,2026-06-03,[COLD-53] Patty Wu | Asia Sales Rep | OpenSystems Media | 53分
480977200,謝明庭,Operations Manager,順發電腦股份有限公司,Yilan,https://www.linkedin.com/in/ACwAAByrITABbnvDSY6npc0t_yp_ZkkS7-qZDEY,A-LI-Scout/Apify-v2,50,COLD,combo_E,組合E：電商/新零售Operations,P4,D1-待發,待發送,未回覆,1,科技通路ESG實踐專家，循環經濟永續教育制度化推動，通路營運管理。《經理人月刊》第十八屆100MVP經理人。,2026-06-03,[COLD-50] 謝明庭 | Operations Manager | 順發電腦股份有限公司 | 50分
275721450,Cheng Han-Ni,Senior Product Manager,Tri-I Biotech,Taiwan,https://www.linkedin.com/in/ACwAABBvLOoBTA1F_w7lpGGXAQjRXWN3ZnfG67M,A-LI-Scout/Apify-v2,50,COLD,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,Product governance risk-aware decision-making regulated pharmaceutical systems. AI-driven platforms life science. Cross-functional initiatives ISA-95 systems. AI data governance frameworks.,2026-06-03,[COLD-50] Cheng Han-Ni | Senior Product Manager | Tri-I Biotech | 50分
225555979,Maciej Oliwiak,Sr Engineering Manager,GE Evergreen,Taiwan,https://www.linkedin.com/in/ACwAAA1xtgsBGf7d_7bI-k28inXdOkRlXD9pcC4,A-LI-Scout/Apify-v2,50,COLD,combo_G,組合G：Product/Engineering Manager,P2,D1-待發,待發送,未回覆,1,20 years aerospace jet engine MRO. EASA Part-145 engineering activities.,2026-06-03,[COLD-50] Maciej Oliwiak | Sr Engineering Manager | GE Evergreen | 50分
1271209875,田宇謙,自由業,華碩電腦股份有限公司,Taipei,https://www.linkedin.com/in/ACwAAEvFH5MBYYtvx6dhgzRGdt3pFACFf-wmGXw,A-LI-Scout/Apify-v2,40,COLD,combo_A,組合A：科技公司IT決策者,P1,D1-待發,待發送,未回覆,1,在面對不斷變化資訊安全挑戰時，專案管理與資安防護之間的緊密結合變得尤為重要。安全意識的培養，應該成為組織文化的核心,2026-06-03,[COLD-40] 田宇謙 | 自由業 | 華碩電腦股份有限公司 | 40分
715176710,Vivian Liao,Content Creator,Ship To The Moon,Taiwan,https://www.linkedin.com/in/ACwAACqguwYBxCVPGF8vePkIqnrKxkMgdQBlAbU,A-LI-Scout/Apify-v2,40,COLD,combo_B,組合B：行銷代理商高層,P2,D1-待發,待發送,未回覆,1,"Content enthusiast, detail-oriented, passionate marketer.",2026-06-03,[COLD-40] Vivian Liao | Content Creator | Ship To The Moon | 40分
